set_id,user_id,date,week_index_user,week_type,acwr,session_tag,exercise_id,set_index,reps_target,reps_done,load_intended_kg,load_done_kg,rpe_done,rest_planned_sec,rir_target,feedback,workout_id
0002S0000205,2,2025-08-18,11,normal,1.0055234626136311,FullBody,20,1,6,5,27.75,27.25,4.5,90.0,2.0,,105.0
0002S0000206,2,2025-08-18,11,normal,1.0055234626136311,FullBody,20,2,12,11,27.75,23.75,9.5,90.0,2.0,,105.0
0002S0000207,2,2025-08-18,11,normal,1.0055234626136311,FullBody,20,3,11,11,27.75,23.0,6.0,90.0,2.0,,105.0
0002S0000208,2,2025-08-18,11,normal,1.0055234626136311,FullBody,20,4,8,10,27.75,24.25,5.0,90.0,2.0,,105.0
0002S0000209,2,2025-08-18,11,normal,1.0055234626136311,FullBody,19,1,7,6,27.0,25.75,3.0,90.0,2.0,,105.0
0002S0000210,2,2025-08-18,11,normal,1.0055234626136311,FullBody,19,2,6,5,27.0,25.0,7.0,90.0,2.0,,105.0
0002S0000211,2,2025-08-18,11,normal,1.0055234626136311,FullBody,19,3,8,7,27.0,24.0,6.5,90.0,2.0,,105.0
0002S0000212,2,2025-08-18,11,normal,1.0055234626136311,FullBody,19,4,6,8,27.0,26.25,3.0,90.0,2.0,,105.0
0002S0000213,2,2025-08-18,11,normal,1.0055234626136311,FullBody,19,5,10,10,27.0,23.25,3.0,90.0,2.0,,105.0
0002S0000214,2,2025-08-18,11,normal,1.0055234626136311,FullBody,19,6,12,13,27.0,23.0,5.5,90.0,2.0,,105.0
0002S0000215,2,2025-08-19,11,normal,1.0055234626136311,FullBody,20,1,10,8,32.75,23.5,4.0,120.0,2.0,,106.0
0002S0000216,2,2025-08-19,11,normal,1.0055234626136311,FullBody,20,2,9,10,32.75,23.25,3.5,120.0,2.0,,106.0
0002S0000217,2,2025-08-19,11,normal,1.0055234626136311,FullBody,20,3,9,9,32.75,25.5,7.0,120.0,2.0,,106.0
0002S0000218,2,2025-08-19,11,normal,1.0055234626136311,FullBody,20,4,9,9,32.75,24.75,5.5,120.0,2.0,,106.0
0002S0000219,2,2025-08-19,11,normal,1.0055234626136311,FullBody,20,5,6,5,32.75,26.75,3.0,120.0,2.0,,106.0
0002S0000220,2,2025-08-19,11,normal,1.0055234626136311,FullBody,19,1,9,9,29.75,26.0,4.0,90.0,2.0,,106.0
0002S0000221,2,2025-08-19,11,normal,1.0055234626136311,FullBody,19,2,6,7,29.75,26.25,8.5,90.0,2.0,,106.0
0002S0000222,2,2025-08-21,11,normal,1.0055234626136311,FullBody,20,1,6,7,29.75,25.5,6.5,120.0,3.0,,107.0
0002S0000223,2,2025-08-21,11,normal,1.0055234626136311,FullBody,20,2,6,7,29.75,26.0,5.5,120.0,3.0,,107.0
0002S0000224,2,2025-08-21,11,normal,1.0055234626136311,FullBody,20,3,10,9,29.75,24.25,5.0,120.0,3.0,,107.0
0002S0000225,2,2025-08-21,11,normal,1.0055234626136311,FullBody,19,1,10,9,32.5,22.5,10.0,180.0,2.0,Recuperi corti,107.0
0002S0000226,2,2025-08-21,11,normal,1.0055234626136311,FullBody,19,2,11,12,32.5,23.5,7.5,180.0,2.0,,107.0
0002S0000227,2,2025-08-21,11,normal,1.0055234626136311,FullBody,19,3,11,11,32.5,22.25,7.5,180.0,2.0,,107.0
0002S0000228,2,2025-08-24,11,normal,1.0055234626136311,FullBody,20,1,6,5,30.25,26.25,4.0,120.0,2.0,,108.0
0002S0000229,2,2025-08-24,11,normal,1.0055234626136311,FullBody,20,2,8,8,30.25,25.25,4.0,120.0,2.0,,108.0
0002S0000230,2,2025-08-24,11,normal,1.0055234626136311,FullBody,20,3,8,8,30.25,25.5,8.5,120.0,2.0,,108.0
0002S0000231,2,2025-08-24,11,normal,1.0055234626136311,FullBody,20,4,9,10,30.25,26.0,7.0,120.0,2.0,,108.0
0002S0000232,2,2025-08-24,11,normal,1.0055234626136311,FullBody,20,5,9,10,30.25,25.25,8.0,120.0,2.0,,108.0
0002S0000233,2,2025-08-24,11,normal,1.0055234626136311,FullBody,19,1,7,8,32.25,24.5,3.5,90.0,3.0,,108.0
0002S0000234,2,2025-08-24,11,normal,1.0055234626136311,FullBody,19,2,9,8,32.25,24.5,6.0,90.0,3.0,,108.0
0002S0000235,2,2025-08-24,11,normal,1.0055234626136311,FullBody,19,3,7,9,32.25,25.0,3.5,90.0,3.0,,108.0
0002S0000236,2,2025-08-27,12,normal,0.9,FullBody,20,1,11,10,29.25,21.0,2.5,120.0,4.0,,109.0
0002S0000237,2,2025-08-27,12,normal,0.9,FullBody,20,2,10,10,29.25,22.0,5.5,120.0,4.0,,109.0
0002S0000238,2,2025-08-27,12,normal,0.9,FullBody,20,3,11,12,29.25,21.0,2.5,120.0,4.0,,109.0
0002S0000239,2,2025-08-27,12,normal,0.9,FullBody,19,1,12,12,30.5,21.0,3.0,180.0,2.0,,109.0
0002S0000240,2,2025-08-27,12,normal,0.9,FullBody,19,2,12,13,30.5,21.0,3.0,180.0,2.0,,109.0
0002S0000241,2,2025-08-27,12,normal,0.9,FullBody,19,3,7,8,30.5,25.75,1.5,180.0,2.0,,109.0
0002S0000242,2,2025-08-27,12,normal,0.9,FullBody,19,4,10,10,30.5,23.0,6.0,180.0,2.0,,109.0
0002S0000243,2,2025-08-27,12,normal,0.9,FullBody,19,5,12,13,30.5,21.0,5.0,180.0,2.0,,109.0
0002S0000244,2,2025-08-28,12,normal,0.9,FullBody,20,1,10,10,32.5,23.75,1.5,120.0,3.0,,110.0
0002S0000245,2,2025-08-28,12,normal,0.9,FullBody,20,2,9,10,32.5,24.25,7.5,120.0,3.0,,110.0
0002S0000246,2,2025-08-28,12,normal,0.9,FullBody,20,3,12,12,32.5,21.0,2.5,120.0,3.0,,110.0
0002S0000247,2,2025-08-28,12,normal,0.9,FullBody,19,1,6,8,32.5,25.5,5.0,90.0,3.0,Sentito bene,110.0
0002S0000248,2,2025-08-28,12,normal,0.9,FullBody,19,2,8,8,32.5,23.25,7.0,90.0,3.0,,110.0
0002S0000249,2,2025-08-28,12,normal,0.9,FullBody,19,3,9,9,32.5,24.0,4.5,90.0,3.0,,110.0
0002S0000250,2,2025-08-28,12,normal,0.9,FullBody,19,4,8,7,32.5,24.0,5.5,90.0,3.0,,110.0
0002S0000251,2,2025-09-04,13,normal,1.026099586768653,FullBody,20,1,10,11,33.75,23.5,3.5,120.0,2.0,,113.0
0002S0000252,2,2025-09-04,13,normal,1.026099586768653,FullBody,20,2,10,10,33.75,24.0,8.0,120.0,2.0,,113.0
0002S0000253,2,2025-09-04,13,normal,1.026099586768653,FullBody,20,3,12,15,33.75,22.75,4.5,120.0,2.0,,113.0
0002S0000254,2,2025-09-04,13,normal,1.026099586768653,FullBody,19,1,12,12,31.5,20.25,4.0,150.0,4.0,,113.0
0002S0000255,2,2025-09-04,13,normal,1.026099586768653,FullBody,19,2,12,13,31.5,22.0,9.5,150.0,4.0,Recuperi corti,113.0
0002S0000256,2,2025-09-04,13,normal,1.026099586768653,FullBody,19,3,7,7,31.5,23.25,7.0,150.0,4.0,,113.0
0002S0000257,2,2025-09-04,13,normal,1.026099586768653,FullBody,19,4,10,10,31.5,23.25,4.0,150.0,4.0,,113.0
0002S0000258,2,2025-09-04,13,normal,1.026099586768653,FullBody,19,5,9,9,31.5,23.75,7.0,150.0,4.0,,113.0
0002S0000259,2,2025-09-07,13,normal,1.026099586768653,FullBody,20,1,10,11,31.5,24.0,6.0,150.0,3.0,,114.0
0002S0000260,2,2025-09-07,13,normal,1.026099586768653,FullBody,20,2,11,13,31.5,23.5,8.0,150.0,3.0,,114.0
0002S0000261,2,2025-09-07,13,normal,1.026099586768653,FullBody,20,3,9,8,31.5,23.25,8.5,150.0,3.0,,114.0
0002S0000262,2,2025-09-07,13,normal,1.026099586768653,FullBody,19,1,8,7,29.75,24.25,6.0,90.0,2.0,,114.0
0002S0000263,2,2025-09-07,13,normal,1.026099586768653,FullBody,19,2,8,8,29.75,25.0,4.5,90.0,2.0,,114.0
0002S0000264,2,2025-09-07,13,normal,1.026099586768653,FullBody,19,3,11,11,29.75,21.75,4.5,90.0,2.0,,114.0
0002S0000265,2,2025-09-07,13,normal,1.026099586768653,FullBody,19,4,6,5,29.75,26.0,4.0,90.0,2.0,Sentito bene,114.0
0002S0000266,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,1,12,13,27.5,21.75,6.5,120.0,3.0,,115.0
0002S0000267,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,2,6,6,27.5,25.25,1.0,120.0,3.0,,115.0
0002S0000268,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,3,11,11,27.5,23.5,5.0,120.0,3.0,,115.0
0002S0000269,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,4,12,11,27.5,21.75,2.5,120.0,3.0,,115.0
0002S0000270,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,5,8,8,27.5,23.75,5.5,120.0,3.0,,115.0
0002S0000271,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,6,9,8,27.5,24.5,6.5,120.0,3.0,,115.0
0002S0000272,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,7,9,9,27.5,23.5,6.5,120.0,3.0,,115.0
0002S0000273,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,8,6,7,27.5,26.0,6.5,120.0,3.0,,115.0
0002S0000274,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,9,7,7,27.5,24.75,4.0,120.0,3.0,,115.0
0002S0000275,2,2025-09-10,14,spike,1.7847742509046685,FullBody,20,10,12,13,27.5,22.0,5.0,120.0,3.0,,115.0
0002S0000276,2,2025-09-10,14,spike,1.7847742509046685,FullBody,19,1,9,9,26.75,24.0,7.5,180.0,4.0,,115.0
0002S0000277,2,2025-09-10,14,spike,1.7847742509046685,FullBody,19,2,10,11,26.75,21.75,5.5,180.0,4.0,,115.0
0002S0000278,2,2025-09-10,14,spike,1.7847742509046685,FullBody,19,3,8,9,26.75,23.5,5.5,180.0,4.0,,115.0
0002S0000279,2,2025-09-10,14,spike,1.7847742509046685,FullBody,19,4,6,6,26.75,25.0,6.5,180.0,4.0,,115.0
0002S0000280,2,2025-09-10,14,spike,1.7847742509046685,FullBody,19,5,7,8,26.75,25.0,6.5,180.0,4.0,,115.0
0002S0000281,2,2025-09-10,14,spike,1.7847742509046685,FullBody,19,6,11,11,26.75,21.75,6.5,180.0,4.0,,115.0
0002S0000282,2,2025-09-10,14,spike,1.7847742509046685,FullBody,19,7,9,9,26.75,23.0,7.0,180.0,4.0,,115.0
0002S0000283,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,1,6,8,25.5,25.0,7.0,150.0,4.0,,116.0
0002S0000284,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,2,9,10,25.5,22.75,7.5,150.0,4.0,,116.0
0002S0000285,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,3,6,6,25.5,25.25,9.0,150.0,4.0,,116.0
0002S0000286,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,4,6,6,25.5,25.25,8.5,150.0,4.0,,116.0
0002S0000287,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,5,10,9,25.5,21.75,4.5,150.0,4.0,,116.0
0002S0000288,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,6,10,10,25.5,23.5,2.0,150.0,4.0,Recuperi corti,116.0
0002S0000289,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,7,8,7,25.5,23.5,8.5,150.0,4.0,,116.0
0002S0000290,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,8,7,6,25.5,25.0,7.5,150.0,4.0,,116.0
0002S0000291,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,9,7,7,25.5,25.5,7.5,150.0,4.0,,116.0
0002S0000292,2,2025-09-14,14,spike,1.7847742509046685,FullBody,20,10,12,13,25.5,22.25,4.0,150.0,4.0,,116.0
0002S0000293,2,2025-09-14,14,spike,1.7847742509046685,FullBody,19,1,9,9,24.25,23.5,8.0,150.0,2.0,,116.0
0002S0000294,2,2025-09-14,14,spike,1.7847742509046685,FullBody,19,2,11,12,24.25,23.75,3.5,150.0,2.0,,116.0
0002S0000295,2,2025-09-14,14,spike,1.7847742509046685,FullBody,19,3,6,6,24.25,26.0,7.0,150.0,2.0,,116.0
0002S0000296,2,2025-09-14,14,spike,1.7847742509046685,FullBody,19,4,11,12,24.25,22.75,8.5,150.0,2.0,,116.0
0002S0000297,2,2025-09-14,14,spike,1.7847742509046685,FullBody,19,5,11,12,24.25,23.25,3.5,150.0,2.0,,116.0
0002S0000298,2,2025-09-14,14,spike,1.7847742509046685,FullBody,19,6,7,7,24.25,27.75,4.0,150.0,2.0,,116.0
0002S0000299,2,2025-09-14,14,spike,1.7847742509046685,FullBody,19,7,9,9,24.25,24.5,3.0,150.0,2.0,,116.0
0002S0000300,2,2025-09-18,15,normal,0.9121960783985216,FullBody,20,1,10,11,29.25,22.75,8.0,180.0,3.0,,118.0
0002S0000301,2,2025-09-18,15,normal,0.9121960783985216,FullBody,20,2,12,12,29.25,22.0,3.5,180.0,3.0,,118.0
0002S0000302,2,2025-09-18,15,normal,0.9121960783985216,FullBody,20,3,6,5,29.25,26.5,4.0,180.0,3.0,,118.0
0002S0000303,2,2025-09-18,15,normal,0.9121960783985216,FullBody,20,4,9,9,29.25,23.0,5.5,180.0,3.0,,118.0
0002S0000304,2,2025-09-18,15,normal,0.9121960783985216,FullBody,20,5,10,10,29.25,23.5,10.0,180.0,3.0,,118.0
0002S0000305,2,2025-09-18,15,normal,0.9121960783985216,FullBody,19,1,8,7,22.75,25.25,5.0,120.0,4.0,,118.0
0002S0000306,2,2025-09-18,15,normal,0.9121960783985216,FullBody,19,2,9,9,22.75,22.0,6.5,120.0,4.0,,118.0
0002S0000307,2,2025-09-18,15,normal,0.9121960783985216,FullBody,19,3,8,8,22.75,22.25,5.5,120.0,4.0,,118.0
0002S0000308,2,2025-09-18,15,normal,0.9121960783985216,FullBody,19,4,7,6,22.75,22.5,6.0,120.0,4.0,,118.0
0002S0000309,2,2025-09-18,15,normal,0.9121960783985216,FullBody,19,5,10,10,22.75,23.75,4.5,120.0,4.0,,118.0
0002S0000310,2,2025-09-21,15,normal,0.9121960783985216,FullBody,20,1,9,8,29.25,25.0,2.0,120.0,3.0,,119.0
0002S0000311,2,2025-09-21,15,normal,0.9121960783985216,FullBody,20,2,10,11,29.25,23.5,2.5,120.0,3.0,,119.0
0002S0000312,2,2025-09-21,15,normal,0.9121960783985216,FullBody,20,3,6,7,29.25,25.5,5.5,120.0,3.0,,119.0
0002S0000313,2,2025-09-21,15,normal,0.9121960783985216,FullBody,19,1,12,11,25.75,22.5,9.0,150.0,2.0,,119.0
0002S0000314,2,2025-09-21,15,normal,0.9121960783985216,FullBody,19,2,9,10,25.75,25.5,4.0,150.0,2.0,,119.0
0002S0000315,2,2025-09-21,15,normal,0.9121960783985216,FullBody,19,3,10,11,25.75,24.5,3.5,150.0,2.0,,119.0
0002S0000316,2,2025-09-21,15,normal,0.9121960783985216,FullBody,19,4,6,8,25.75,26.75,7.0,150.0,2.0,,119.0
0002S0000317,2,2025-09-21,15,normal,0.9121960783985216,FullBody,19,5,6,6,25.75,27.5,2.5,150.0,2.0,,119.0
0002S0000318,2,2025-09-23,16,spike,1.416414741483662,FullBody,20,1,9,10,27.5,22.75,2.5,120.0,4.0,,120.0
0002S0000319,2,2025-09-23,16,spike,1.416414741483662,FullBody,20,2,8,9,27.5,24.75,3.0,120.0,4.0,,120.0
0002S0000320,2,2025-09-23,16,spike,1.416414741483662,FullBody,20,3,11,11,27.5,21.75,3.5,120.0,4.0,,120.0
0002S0000321,2,2025-09-23,16,spike,1.416414741483662,FullBody,20,4,7,8,27.5,24.0,5.0,120.0,4.0,,120.0
0002S0000322,2,2025-09-23,16,spike,1.416414741483662,FullBody,20,5,9,9,27.5,24.0,6.5,120.0,4.0,,120.0
0002S0000323,2,2025-09-23,16,spike,1.416414741483662,FullBody,19,1,11,10,31.75,21.0,5.5,90.0,4.0,,120.0
0002S0000324,2,2025-09-23,16,spike,1.416414741483662,FullBody,19,2,7,8,31.75,24.75,8.5,90.0,4.0,,120.0
0002S0000325,2,2025-09-23,16,spike,1.416414741483662,FullBody,19,3,12,11,31.75,22.0,5.5,90.0,4.0,,120.0
0002S0000326,2,2025-09-23,16,spike,1.416414741483662,FullBody,19,4,9,9,31.75,24.25,7.5,90.0,4.0,,120.0
0002S0000327,2,2025-09-23,16,spike,1.416414741483662,FullBody,19,5,12,13,31.75,20.0,3.5,90.0,4.0,,120.0
0002S0000328,2,2025-09-23,16,spike,1.416414741483662,FullBody,19,6,11,10,31.75,22.0,7.5,90.0,4.0,,120.0
0002S0000329,2,2025-09-23,16,spike,1.416414741483662,FullBody,19,7,8,9,31.75,23.25,4.0,90.0,4.0,,120.0
0002S0000330,2,2025-09-24,16,spike,1.416414741483662,FullBody,20,1,11,13,26.75,23.25,4.0,90.0,3.0,,121.0
0002S0000331,2,2025-09-24,16,spike,1.416414741483662,FullBody,20,2,11,10,26.75,24.5,6.5,90.0,3.0,,121.0
0002S0000332,2,2025-09-24,16,spike,1.416414741483662,FullBody,20,3,11,11,26.75,24.0,4.0,90.0,3.0,,121.0
0002S0000333,2,2025-09-24,16,spike,1.416414741483662,FullBody,20,4,11,10,26.75,24.25,7.5,90.0,3.0,,121.0
0002S0000334,2,2025-09-24,16,spike,1.416414741483662,FullBody,20,5,10,11,26.75,26.5,3.5,90.0,3.0,Recuperi corti,121.0
0002S0000335,2,2025-09-24,16,spike,1.416414741483662,FullBody,20,6,9,9,26.75,23.25,1.0,90.0,3.0,,121.0
0002S0000336,2,2025-09-24,16,spike,1.416414741483662,FullBody,20,7,9,9,26.75,23.5,3.5,90.0,3.0,Recuperi corti,121.0
0002S0000337,2,2025-09-24,16,spike,1.416414741483662,FullBody,20,8,8,8,26.75,26.5,6.0,90.0,3.0,,121.0
0002S0000338,2,2025-09-24,16,spike,1.416414741483662,FullBody,19,1,9,7,29.0,23.0,6.0,180.0,4.0,,121.0
0002S0000339,2,2025-09-24,16,spike,1.416414741483662,FullBody,19,2,9,8,29.0,23.25,7.5,180.0,4.0,,121.0
0002S0000340,2,2025-09-24,16,spike,1.416414741483662,FullBody,19,3,9,8,29.0,22.5,8.0,180.0,4.0,,121.0
0002S0000341,2,2025-09-24,16,spike,1.416414741483662,FullBody,19,4,6,6,29.0,25.0,7.5,180.0,4.0,,121.0
0002S0000342,2,2025-09-27,16,spike,1.416414741483662,FullBody,20,1,9,9,28.0,25.5,5.5,120.0,4.0,,122.0
0002S0000343,2,2025-09-27,16,spike,1.416414741483662,FullBody,20,2,7,7,28.0,23.5,6.0,120.0,4.0,,122.0
0002S0000344,2,2025-09-27,16,spike,1.416414741483662,FullBody,20,3,7,6,28.0,24.75,7.0,120.0,4.0,,122.0
0002S0000345,2,2025-09-27,16,spike,1.416414741483662,FullBody,20,4,12,11,28.0,23.25,7.0,120.0,4.0,,122.0
0002S0000346,2,2025-09-27,16,spike,1.416414741483662,FullBody,20,5,8,9,28.0,25.0,10.0,120.0,4.0,Recuperi corti,122.0
0002S0000347,2,2025-09-27,16,spike,1.416414741483662,FullBody,19,1,10,8,28.25,21.75,5.5,90.0,4.0,,122.0
0002S0000348,2,2025-09-27,16,spike,1.416414741483662,FullBody,19,2,9,9,28.25,23.25,3.5,90.0,4.0,,122.0
0002S0000349,2,2025-09-27,16,spike,1.416414741483662,FullBody,19,3,6,7,28.25,26.5,5.0,90.0,4.0,,122.0
0002S0000350,2,2025-09-27,16,spike,1.416414741483662,FullBody,19,4,12,12,28.25,22.5,6.5,90.0,4.0,,122.0
0002S0000351,2,2025-10-04,17,normal,1.0061147575028857,FullBody,20,1,7,7,32.75,27.75,4.5,150.0,2.0,,125.0
0002S0000352,2,2025-10-04,17,normal,1.0061147575028857,FullBody,20,2,9,7,32.75,24.5,7.5,150.0,2.0,,125.0
0002S0000353,2,2025-10-04,17,normal,1.0061147575028857,FullBody,20,3,12,13,32.75,22.75,6.5,150.0,2.0,,125.0
0002S0000354,2,2025-10-04,17,normal,1.0061147575028857,FullBody,20,4,7,10,32.75,26.0,5.5,150.0,2.0,,125.0
0002S0000355,2,2025-10-04,17,normal,1.0061147575028857,FullBody,20,5,6,6,32.75,28.5,6.0,150.0,2.0,,125.0
0002S0000356,2,2025-10-04,17,normal,1.0061147575028857,FullBody,20,6,10,11,32.75,25.0,5.5,150.0,2.0,,125.0
0002S0000357,2,2025-10-04,17,normal,1.0061147575028857,FullBody,19,1,7,8,30.25,27.25,4.5,180.0,3.0,,125.0
0002S0000358,2,2025-10-04,17,normal,1.0061147575028857,FullBody,19,2,7,8,30.25,26.0,7.5,180.0,3.0,,125.0
0002S0000359,2,2025-10-04,17,normal,1.0061147575028857,FullBody,19,3,8,6,30.25,25.0,6.5,180.0,3.0,,125.0
0002S0000360,2,2025-10-04,17,normal,1.0061147575028857,FullBody,19,4,9,10,30.25,25.25,7.5,180.0,3.0,,125.0
0002S0000361,2,2025-10-12,18,normal,0.9697661961022924,FullBody,20,1,7,8,28.75,26.5,2.0,120.0,3.0,,128.0
0002S0000362,2,2025-10-12,18,normal,0.9697661961022924,FullBody,20,2,6,8,28.75,26.5,1.5,120.0,3.0,,128.0
0002S0000363,2,2025-10-12,18,normal,0.9697661961022924,FullBody,19,1,6,8,31.25,25.5,1.0,180.0,3.0,,128.0
0002S0000364,2,2025-10-12,18,normal,0.9697661961022924,FullBody,19,2,9,8,31.25,23.75,6.0,180.0,3.0,,128.0
0002S0000365,2,2025-10-12,18,normal,0.9697661961022924,FullBody,19,3,12,11,31.25,22.25,6.0,180.0,3.0,,128.0
0002S0000366,2,2025-10-12,18,normal,0.9697661961022924,FullBody,19,4,9,7,31.25,24.0,7.0,180.0,3.0,,128.0
0002S0000367,2,2025-10-12,18,normal,0.9697661961022924,FullBody,19,5,7,7,31.25,25.75,7.5,180.0,3.0,,128.0
0002S0000368,2,2025-10-13,19,deload,0.710716695070724,FullBody,20,1,11,11,35.5,23.5,7.0,90.0,2.0,,129.0
0002S0000369,2,2025-10-13,19,deload,0.710716695070724,FullBody,20,2,10,11,35.5,27.0,6.0,90.0,2.0,,129.0
0002S0000370,2,2025-10-13,19,deload,0.710716695070724,FullBody,20,3,7,9,35.5,26.25,4.0,90.0,2.0,,129.0
0002S0000371,2,2025-10-13,19,deload,0.710716695070724,FullBody,20,4,6,7,35.5,26.25,10.0,90.0,2.0,,129.0
0002S0000372,2,2025-10-13,19,deload,0.710716695070724,FullBody,19,1,9,8,33.5,24.75,4.0,180.0,2.0,Sentito bene,129.0
0002S0000373,2,2025-10-13,19,deload,0.710716695070724,FullBody,19,2,12,11,33.5,23.25,4.5,180.0,2.0,,129.0
0002S0000374,2,2025-10-13,19,deload,0.710716695070724,FullBody,19,3,9,9,33.5,24.5,1.0,180.0,2.0,,129.0
0002S0000375,2,2025-10-17,19,deload,0.710716695070724,FullBody,20,1,9,11,31.0,28.0,5.0,150.0,2.0,,130.0
0002S0000376,2,2025-10-17,19,deload,0.710716695070724,FullBody,20,2,7,7,31.0,26.25,8.0,150.0,2.0,,130.0
0002S0000377,2,2025-10-17,19,deload,0.710716695070724,FullBody,20,3,6,7,31.0,28.5,,150.0,2.0,,130.0
0002S0000378,2,2025-10-17,19,deload,0.710716695070724,FullBody,19,1,9,9,29.5,23.25,2.0,120.0,4.0,,130.0
0002S0000379,2,2025-10-17,19,deload,0.710716695070724,FullBody,19,2,9,9,29.5,23.0,10.0,120.0,4.0,,130.0
0002S0000380,2,2025-10-17,19,deload,0.710716695070724,FullBody,19,3,12,14,29.5,22.75,6.0,120.0,4.0,,130.0
0002S0000381,2,2025-10-18,19,deload,0.710716695070724,FullBody,20,1,6,7,31.5,26.75,2.0,90.0,3.0,,131.0
0002S0000382,2,2025-10-18,19,deload,0.710716695070724,FullBody,20,2,6,5,31.5,27.75,7.0,90.0,3.0,,131.0
0002S0000383,2,2025-10-18,19,deload,0.710716695070724,FullBody,20,3,10,9,31.5,24.75,5.5,90.0,3.0,,131.0
0002S0000384,2,2025-10-18,19,deload,0.710716695070724,FullBody,19,1,11,13,34.0,24.25,5.5,120.0,2.0,,131.0
0002S0000385,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,1,10,9,29.25,25.5,8.5,150.0,2.0,,132.0
0002S0000386,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,2,12,12,29.25,23.0,6.5,150.0,2.0,,132.0
0002S0000387,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,3,9,10,29.25,26.25,5.0,150.0,2.0,,132.0
0002S0000388,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,4,6,6,29.25,27.25,2.5,150.0,2.0,,132.0
0002S0000389,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,5,8,6,29.25,25.5,6.5,150.0,2.0,,132.0
0002S0000390,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,6,10,9,29.25,24.75,7.5,150.0,2.0,,132.0
0002S0000391,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,7,9,10,29.25,24.25,9.0,150.0,2.0,,132.0
0002S0000392,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,8,6,6,29.25,28.5,4.0,150.0,2.0,,132.0
0002S0000393,2,2025-10-20,20,spike,1.8006536824322714,FullBody,20,9,7,6,29.25,26.75,5.5,150.0,2.0,Sentito bene,132.0
0002S0000394,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,1,6,5,30.75,26.75,6.5,120.0,3.0,,132.0
0002S0000395,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,2,11,11,30.75,23.5,6.0,120.0,3.0,,132.0
0002S0000396,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,3,7,8,30.75,25.75,2.5,120.0,3.0,Sentito bene,132.0
0002S0000397,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,4,8,8,30.75,26.0,6.5,120.0,3.0,,132.0
0002S0000398,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,5,8,8,30.75,25.0,3.0,120.0,3.0,,132.0
0002S0000399,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,6,6,5,30.75,25.0,8.5,120.0,3.0,,132.0
0002S0000400,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,7,8,8,30.75,25.5,4.5,120.0,3.0,,132.0
0002S0000401,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,8,11,10,30.75,22.75,5.5,120.0,3.0,,132.0
0002S0000402,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,9,6,6,30.75,25.75,8.5,120.0,3.0,,132.0
0002S0000403,2,2025-10-20,20,spike,1.8006536824322714,FullBody,19,10,7,7,30.75,25.0,10.0,120.0,3.0,,132.0
0002S0000404,2,2025-10-23,20,spike,1.8006536824322714,FullBody,20,1,10,10,29.25,25.25,4.0,90.0,2.0,,133.0
0002S0000405,2,2025-10-23,20,spike,1.8006536824322714,FullBody,20,2,6,7,29.25,27.25,4.5,90.0,2.0,,133.0
0002S0000406,2,2025-10-23,20,spike,1.8006536824322714,FullBody,20,3,11,11,29.25,24.25,2.5,90.0,2.0,,133.0
0002S0000407,2,2025-10-23,20,spike,1.8006536824322714,FullBody,20,4,12,11,29.25,25.0,7.5,90.0,2.0,,133.0
0002S0000408,2,2025-10-23,20,spike,1.8006536824322714,FullBody,20,5,6,3,29.25,27.75,4.5,90.0,2.0,,133.0
0002S0000409,2,2025-10-23,20,spike,1.8006536824322714,FullBody,19,1,12,11,33.0,22.25,10.0,90.0,3.0,,133.0
